stage1_candidate_id,master_seed,S,min_on_time_prob,binding_batch,binding_batch_set,chance_vio_total,chance_constraint_pass,max_late_excess_h,maxlate_screen_pass,miss_alloc,miss_tt,cap_excess,border_cap_excess,nonccp_hard_pass,feasible_hard,obj_cost,obj_emission_gCO2,obj_time_h,penalty,binding_batches
S1-05,700006,100,0.93,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6843063.114409457,8013513563.38,385.76335857674866,0.0,2
S1-06,700006,100,0.93,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6742400.387500082,8096246576.780001,385.76335857674866,0.0,2
S1-07,700006,100,0.94,8,8,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7071227.323018452,8219219881.48,445.56767285462587,0.0,8
S1-08,700006,100,0.95,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7117320.308626672,9044968863.32,387.8698251503386,0.0,2
S1-09,700006,100,0.95,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7109416.055554533,8344498311.79,401.065606640585,0.0,2
S1-10,700006,100,0.96,16,16,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6746756.358116032,8134627364.78,381.96985606018467,0.0,16
S1-01,700006,200,0.905,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7007519.579001612,7155341549.26,432.41678871977547,0.0,2
S1-02,700006,200,0.905,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6721650.815969589,7088706227.360001,443.1891308975819,0.0,2
S1-03,700006,200,0.905,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6914756.73652769,7887089349.070001,402.92338260301807,0.0,2
S1-04,700006,200,0.94,16,"16,17,20",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6935255.694518596,8345740271.040001,397.986785734711,0.0,16|17|20
S1-05,700006,200,0.905,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7009971.724917492,8013513563.38,396.0646629416011,0.0,2
S1-06,700006,200,0.905,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6915596.780599531,8096246576.780001,396.0646629416011,0.0,2
S1-07,700006,200,0.92,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7285328.067101814,8219219881.48,465.5929855842808,0.0,2
S1-08,700006,200,0.92,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7211597.38864159,9044968863.32,394.7930214668322,0.0,2
S1-09,700006,200,0.92,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7313241.464390594,8344498311.79,410.28601846454876,0.0,2
S1-10,700006,200,0.94,16,16,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6751398.9399484005,8134627364.78,386.0866524432825,0.0,16
S1-01,700007,50,0.86,17,17,0.040000000000000036,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6971029.651482515,7155341549.26,432.4598295983474,40000000.00000004,17
S1-02,700007,50,0.86,17,17,0.040000000000000036,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6503253.378405333,7088706227.360001,431.1219129866947,40000000.00000004,17
S1-03,700007,50,0.86,17,17,0.040000000000000036,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6781992.4230445875,7887089349.070001,391.3995789219881,40000000.00000004,17
S1-04,700007,50,0.86,17,17,0.040000000000000036,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6929891.862890746,8345740271.040001,392.9209234266884,40000000.00000004,17
S1-05,700007,50,0.98,2,"2,5",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6838286.362338884,8013513563.38,348.613424047886,0.0,2|5
S1-06,700007,50,0.98,2,"2,5",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6738733.032436837,8096246576.780001,348.613424047886,0.0,2|5
S1-07,700007,50,0.94,5,"5,7,8,17",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7054602.894577952,8219219881.48,445.1222179804579,0.0,5|7|8|17
S1-08,700007,50,0.94,5,"5,17",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7116685.397570185,9044968863.32,387.0237541415166,0.0,5|17
S1-09,700007,50,0.94,5,"5,17",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7103590.387167322,8344498311.79,387.0237541415166,0.0,5|17
S1-10,700007,50,0.98,5,5,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6744902.314713463,8134627364.78,348.613424047886,0.0,5
S1-01,700007,100,0.88,17,17,0.020000000000000018,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6971029.651482515,7155341549.26,432.4598295983474,20000000.00000002,17
S1-02,700007,100,0.88,17,17,0.020000000000000018,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6511862.255524099,7088706227.360001,426.95545653804885,20000000.00000002,17
S1-03,700007,100,0.88,17,17,0.020000000000000018,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6781992.4230445875,7887089349.070001,387.3490757505949,20000000.00000002,17
S1-04,700007,100,0.88,17,17,0.020000000000000018,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6887457.163255846,8345740271.040001,387.3490757505949,20000000.00000002,17
S1-05,700007,100,0.97,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6839028.565781059,8013513563.38,366.4013971015125,0.0,2
S1-06,700007,100,0.97,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6739247.412161127,8096246576.780001,366.4013971015125,0.0,2
S1-07,700007,100,0.94,5,"5,7,8,17",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7051913.593383094,8219219881.48,447.70863968387704,0.0,5|7|8|17
S1-08,700007,100,0.94,5,"5,17",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7115819.352465843,9044968863.32,386.9274066557674,0.0,5|17
S1-09,700007,100,0.94,5,"5,17",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7103590.387167322,8344498311.79,387.04249317912854,0.0,5|17
S1-10,700007,100,0.98,5,5,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6743938.115652381,8134627364.78,366.4013971015125,0.0,5
S1-01,700007,200,0.895,2,2,0.0050000000000000044,False,0.0,True,0.0,0.0,0.0,0.0,True,False,7093836.970928498,7155341549.26,432.4598295983474,5000000.000000005,2
S1-02,700007,200,0.895,2,2,0.0050000000000000044,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6693753.335140034,7088706227.360001,451.965894574532,5000000.000000005,2
S1-03,700007,200,0.895,2,2,0.0050000000000000044,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6923144.606092749,7887089349.070001,396.0305002464203,5000000.000000005,2
S1-04,700007,200,0.905,17,17,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6933706.91023786,8345740271.040001,396.0305002464203,0.0,17
S1-05,700007,200,0.895,2,2,0.0050000000000000044,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6895431.577255254,8013513563.38,392.56915412258473,5000000.000000005,2
S1-06,700007,200,0.895,2,2,0.0050000000000000044,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6796793.201288872,8096246576.780001,392.56915412258473,5000000.000000005,2
S1-07,700007,200,0.91,8,8,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7272585.524158612,8219219881.48,466.2580477742725,0.0,8
S1-08,700007,200,0.945,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7119898.803766041,9044968863.32,388.70251320837485,0.0,2
S1-09,700007,200,0.95,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7106785.115890703,8344498311.79,411.34034032054564,0.0,2
S1-10,700007,200,0.965,16,16,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6746224.53119043,8134627364.78,380.6839012827531,0.0,16
S1-01,700008,50,0.92,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6904247.460643853,7155341549.26,415.54600817921687,0.0,2
S1-02,700008,50,0.92,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6575189.808817382,7088706227.360001,441.6844853787752,0.0,2
S1-03,700008,50,0.92,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6771988.604387248,7887089349.070001,388.4480814128664,0.0,2
S1-04,700008,50,0.94,17,17,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6883380.026816626,8345740271.040001,378.8787112165605,0.0,17
S1-05,700008,50,0.92,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6878644.888674748,8013513563.38,386.5583880896987,0.0,2
S1-06,700008,50,0.92,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6782306.750737085,8096246576.780001,386.5583880896987,0.0,2
S1-07,700008,50,0.9,8,8,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7296903.393438342,8219219881.48,468.7275606778808,0.0,8
S1-08,700008,50,0.94,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7116469.7998328805,9044968863.32,389.75571208495745,0.0,2
S1-09,700008,50,0.96,2,"2,5,11,16,17",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7102181.136140736,8344498311.79,411.015402045214,0.0,2|5|11|16|17
S1-10,700008,50,0.96,5,"5,16",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6745028.529837699,8134627364.78,378.8787112165605,0.0,5|16
S1-01,700008,100,0.9,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6958563.555485968,7155341549.26,432.01441877302307,0.0,2
S1-02,700008,100,0.9,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6638551.325422635,7088706227.360001,425.1358393422714,0.0,2
S1-03,700008,100,0.9,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6876849.311472867,7887089349.070001,396.09064254663423,0.0,2
S1-04,700008,100,0.93,17,17,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6897416.69196112,8345740271.040001,388.1937534992154,0.0,17
S1-05,700008,100,0.9,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6986918.755129037,8013513563.38,395.66202156692765,0.0,2
S1-06,700008,100,0.9,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6889788.499897441,8096246576.780001,395.66202156692765,0.0,2
S1-07,700008,100,0.91,8,8,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7068742.249836531,8219219881.48,467.36126218614737,0.0,8
S1-08,700008,100,0.95,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7115955.062696473,9044968863.32,388.2768077111835,0.0,2
S1-09,700008,100,0.96,2,"2,11,16",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7103388.890890665,8344498311.79,411.015402045214,0.0,2|11|16
S1-10,700008,100,0.96,16,16,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6744260.367431183,8134627364.78,381.8822696791627,0.0,16
S1-01,700008,200,0.885,2,2,0.015000000000000013,False,0.0,True,0.0,0.0,0.0,0.0,True,False,7005512.307318773,7155341549.26,431.9080031448968,15000000.000000013,2
S1-02,700008,200,0.885,2,2,0.015000000000000013,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6759496.899951641,7088706227.360001,441.6844853787752,15000000.000000013,2
S1-03,700008,200,0.885,2,2,0.015000000000000013,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6922826.065218823,7887089349.070001,396.53437818183465,15000000.000000013,2
S1-04,700008,200,0.93,17,17,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6892406.34517511,8345740271.040001,388.3747890448831,0.0,17
S1-05,700008,200,0.885,2,2,0.015000000000000013,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6991123.078253327,8013513563.38,396.09064254663423,15000000.000000013,2
S1-06,700008,200,0.885,2,2,0.015000000000000013,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6892509.517304147,8096246576.780001,396.09064254663423,15000000.000000013,2
S1-07,700008,200,0.925,8,8,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7068742.249836531,8219219881.48,466.0505227461427,0.0,8
S1-08,700008,200,0.945,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7116631.773823662,9044968863.32,389.75571208495745,0.0,2
S1-09,700008,200,0.955,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7106103.468729751,8344498311.79,411.4141218825094,0.0,2
S1-10,700008,200,0.965,16,16,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6745463.967725999,8134627364.78,386.8347508346205,0.0,16
S1-01,700009,50,0.92,20,20,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6634594.571634454,7155341549.26,408.66356110263644,0.0,20
S1-02,700009,50,0.92,20,20,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6510026.936854192,7088706227.360001,418.3425928757645,0.0,20
S1-03,700009,50,0.94,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6731694.450989027,7887089349.070001,376.9566903208178,0.0,2
S1-04,700009,50,0.98,16,"16,17,20",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6881753.00766056,8345740271.040001,360.00216434061394,0.0,16|17|20
S1-05,700009,50,0.94,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6837904.897930513,8013513563.38,371.464851616757,0.0,2
S1-06,700009,50,0.94,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6738421.182773997,8096246576.780001,371.464851616757,0.0,2
S1-07,700009,50,0.9,8,8,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7041559.618790995,8219219881.48,465.99185427811307,0.0,8
S1-08,700009,50,0.96,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7115306.506172661,9044968863.32,374.7219613004606,0.0,2
S1-09,700009,50,0.96,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7105305.74611135,8344498311.79,381.03920077380604,0.0,2
S1-10,700009,50,0.98,16,16,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6743196.217307542,8134627364.78,370.0025800322264,0.0,16
S1-01,700009,100,0.93,2,"2,12,17",0.0,True,3.7601148633746106,False,0.0,0.0,0.0,0.0,True,False,6952561.189067192,7155341549.26,431.2691895830664,3760114863.3746104,2|12|17
S1-02,700009,100,0.93,2,"2,17",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6511379.917389951,7088706227.360001,418.15736643479664,0.0,2|17
S1-03,700009,100,0.93,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6732811.797212685,7887089349.070001,386.92914590784284,0.0,2
S1-04,700009,100,0.94,17,17,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6882278.110042447,8345740271.040001,377.5192345199925,0.0,17
S1-05,700009,100,0.93,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6840479.4965678,8013513563.38,371.464851616757,0.0,2
S1-06,700009,100,0.93,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6739968.536055745,8096246576.780001,371.464851616757,0.0,2
S1-07,700009,100,0.94,8,8,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6969705.584097237,8219219881.48,416.54349794515207,0.0,8
S1-08,700009,100,0.97,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7113184.7884521065,9044968863.32,386.92914590784284,0.0,2
S1-09,700009,100,0.97,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7103203.990457757,8344498311.79,387.08700216470663,0.0,2
S1-10,700009,100,0.98,16,16,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6744221.23172457,8134627364.78,370.0025800322264,0.0,16
S1-01,700009,200,0.91,2,2,0.0,True,3.7601148633746106,False,0.0,0.0,0.0,0.0,True,False,6996541.053511735,7155341549.26,431.81661935830004,3760114863.3746104,2
S1-02,700009,200,0.91,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6651016.19517563,7088706227.360001,434.2467487794279,0.0,2
S1-03,700009,200,0.91,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6846460.014260343,7887089349.070001,394.62215178921605,0.0,2
S1-04,700009,200,0.92,17,17,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6884994.070701294,8345740271.040001,387.5097975285624,0.0,17
S1-05,700009,200,0.91,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6843484.059200827,8013513563.38,389.2859087537968,0.0,2
S1-06,700009,200,0.91,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6745005.4879382625,8096246576.780001,389.2859087537968,0.0,2
S1-07,700009,200,0.95,8,8,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7041559.618790995,8219219881.48,447.2144655131698,0.0,8
S1-08,700009,200,0.955,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7117745.381450544,9044968863.32,387.18409658666866,0.0,2
S1-09,700009,200,0.955,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7105654.921546905,8344498311.79,409.20606928726403,0.0,2
S1-10,700009,200,0.97,16,16,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6744221.23172457,8134627364.78,384.9945039616125,0.0,16
S1-01,700010,50,0.9,12,12,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6950893.277291549,7155341549.26,431.97126906243096,0.0,12
S1-02,700010,50,0.94,2,"2,8,17",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6499708.163071068,7088706227.360001,413.4959278202347,0.0,2|8|17
S1-03,700010,50,0.94,2,"2,17",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6737321.323253435,7887089349.070001,386.89145140038795,0.0,2|17
S1-04,700010,50,0.94,17,17,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6881246.705242364,8345740271.040001,381.34876828845285,0.0,17
S1-05,700010,50,0.94,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6841501.187813863,8013513563.38,363.3160792325831,0.0,2
S1-06,700010,50,0.94,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6741600.627796521,8096246576.780001,363.3160792325831,0.0,2
S1-07,700010,50,0.86,8,8,0.040000000000000036,False,0.0,True,0.0,0.0,0.0,0.0,True,False,7075731.526399751,8219219881.48,468.14478907680717,40000000.00000004,8
S1-08,700010,50,0.98,2,"2,5,17",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7114266.313371409,9044968863.32,386.89145140038795,0.0,2|5|17
S1-09,700010,50,0.98,2,"2,5,17",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7102653.156622698,8344498311.79,387.00691944558605,0.0,2|5|17
S1-10,700010,50,1.0,1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6740862.6616281215,8134627364.78,363.3160792325831,0.0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20
S1-01,700010,100,0.9,17,17,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6956362.66487419,7155341549.26,432.22585183812316,0.0,17
S1-02,700010,100,0.9,17,17,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6587856.59706927,7088706227.360001,456.32173719387464,0.0,17
S1-03,700010,100,0.9,17,17,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6802934.323305195,7887089349.070001,396.19414594483584,0.0,17
S1-04,700010,100,0.9,17,17,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6919308.141362631,8345740271.040001,393.36168391225885,0.0,17
S1-05,700010,100,0.94,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6847302.36318325,8013513563.38,390.0899505387055,0.0,2
S1-06,700010,100,0.94,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6746378.522895286,8096246576.780001,390.0899505387055,0.0,2
S1-07,700010,100,0.89,8,8,0.010000000000000009,False,0.0,True,0.0,0.0,0.0,0.0,True,False,7077232.051082091,8219219881.48,467.94309612291164,10000000.00000001,8
S1-08,700010,100,0.96,2,"2,5,17",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7115703.5516857905,9044968863.32,388.4323555843003,0.0,2|5|17
S1-09,700010,100,0.96,2,"2,5,17",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7104904.579548496,8344498311.79,399.08276547786414,0.0,2|5|17
S1-10,700010,100,0.98,5,"5,16",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6748928.313403499,8134627364.78,381.34876828845285,0.0,5|16
S1-01,700010,200,0.895,17,17,0.0050000000000000044,False,3.7171693777736436,False,0.0,0.0,0.0,0.0,True,False,6956362.66487419,7155341549.26,431.97126906243096,3722169377.7736435,17
S1-02,700010,200,0.895,17,17,0.0050000000000000044,False,0.0,True,0.0,0.0,0.0,0.0,True,False,6678799.120397778,7088706227.360001,459.73986463497135,5000000.000000005,17
S1-03,700010,200,0.9,17,17,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6822501.271957799,7887089349.070001,394.4510268687798,0.0,17
S1-04,700010,200,0.9,17,17,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6893045.403446222,8345740271.040001,388.5071639900551,0.0,17
S1-05,700010,200,0.935,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6843334.229686663,8013513563.38,384.69612759242085,0.0,2
S1-06,700010,200,0.935,2,2,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6744490.796776435,8096246576.780001,384.69612759242085,0.0,2
S1-07,700010,200,0.89,8,8,0.010000000000000009,False,0.0,True,0.0,0.0,0.0,0.0,True,False,7075731.526399751,8219219881.48,466.577001031789,10000000.00000001,8
S1-08,700010,200,0.955,5,"5,17",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7115478.535034317,9044968863.32,390.2234139949564,0.0,5|17
S1-09,700010,200,0.955,5,"5,17",0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,7103362.755429032,8344498311.79,409.4188398073263,0.0,5|17
S1-10,700010,200,0.985,5,5,0.0,True,0.0,True,0.0,0.0,0.0,0.0,True,True,6745342.718542865,8134627364.78,381.34876828845285,0.0,5
